partner_id,partner_name,city,vehicle_type,rating
DP0211598,David Davis,Mumbai,Bike,4.1
DP0211599,Sneha Anderson,Delhi,Bicycle,3.3
DP0211600,Kiara Malhotra,Delhi,Scooter,4.3
DP0211601,Amit Singh,Kolkata,Bike,3.2
DP0211602,William Anderson,Pune,Scooter,3.7
DP0211603,Kabir Miller,Chennai,Bike,3.7
DP0211604,Aryan Miller,Hyderabad,Bicycle,3.5
DP0211605,Aryan Patel,Bangalore,Scooter,4.6
DP0211606,John Joshi,Delhi,Bicycle,4.2
DP0211607,Neha Rao,Chennai,Bike,3.9
DP0211608,Krishna Nair,Pune,Scooter,3.6
DP0211609,Dhruv Nair,Kolkata,E-Bike,4.8
DP0211610,Rohan Johnson,Bangalore,E-Bike,4.3
DP0211611,Pooja Rao,Delhi,Bike,3.8
DP0211612,Jennifer Brown,Chennai,Bike,4
DP0211613,Ananya Williams,Mumbai,Scooter,4.5
DP0211614,Aadhya Williams,Mumbai,E-Bike,3.4
DP0211615,Sai Patel,Kolkata,E-Bike,3.9
DP0211616,Aadhya Kapoor,Hyderabad,Scooter,4.2
DP0211617,Saanvi Jones,Hyderabad,Bicycle,4.7
DP0211618,Susan Das,Pune,E-Bike,4.5
DP0211619,Elizabeth Wilson,Hyderabad,Bike,4.5
DP0211620,Neha Mehta,Kolkata,E-Bike,4.3
DP0211621,Amit Reddy,Bangalore,E-Bike,3.6
DP0211622,Aryan Bhatt,Pune,Bicycle,4.3
DP0211623,Aadhya Nair,Pune,Bicycle,4.3
DP0211624,David Verma,Chennai,E-Bike,3.9
DP0211625,Kavya Wilson,Mumbai,Bicycle,3.7
DP0211626,William Anderson,Kolkata,Scooter,4.6
DP0211627,Riya Rao,Kolkata,E-Bike,3.1
DP0211628,Mary Malhotra,Mumbai,Bicycle,4.3
DP0211629,Isha Mehta,Chennai,Bicycle,4.8
DP0211630,Vivaan Jones,Mumbai,Bicycle,3.6
DP0211631,Michael Johnson,Chennai,Bike,4
DP0211632,Krishna Patel,Hyderabad,Scooter,3.3
DP0211633,David Johnson,Bangalore,Scooter,4.6
DP0211634,Sneha Smith,Bangalore,Bicycle,4.9
DP0211635,Rahul Chatterjee,Hyderabad,Bicycle,4.9
DP0211636,Aarav Chatterjee,Kolkata,E-Bike,3.5
DP0211637,Diya Gupta,Delhi,Scooter,4
DP0211638,Aadhya Malhotra,Kolkata,E-Bike,4
DP0211639,Krishna Sharma,Bangalore,E-Bike,4.1
DP0211640,Neha Joshi,Kolkata,E-Bike,3.6
DP0211641,Reyansh Johnson,Mumbai,Bicycle,4
DP0211642,Meera Mukherjee,Pune,Scooter,3.8
DP0211643,Krishna Kumar,Pune,Scooter,4.5
DP0211644,Vivaan Kapoor,Chennai,Scooter,3.3
DP0211645,Reyansh Kumar,Delhi,Bicycle,4.7
DP0211646,Kiara Garcia,Bangalore,Scooter,4
DP0211647,Sai Kumar,Pune,E-Bike,4
DP0211648,James Bhatt,Mumbai,Bike,4.7
DP0211649,Elizabeth Singh,Kolkata,E-Bike,4.5
DP0211650,Jennifer Patel,Bangalore,Bike,3.4
DP0211651,Priya Wilson,Hyderabad,Scooter,5
DP0211652,Nikhil Joshi,Pune,Bike,4.7
DP0211653,Amit Jones,Kolkata,Scooter,3.3
DP0211654,Isha Jones,Pune,Bicycle,3.2
DP0211655,Aditya Verma,Pune,Bicycle,4.4
DP0211656,Ananya Iyer,Chennai,Bicycle,4.5
DP0211657,Kiara Miller,Kolkata,Bike,4
DP0211658,Patricia Rao,Chennai,E-Bike,4.5
DP0211659,Raj Wilson,Kolkata,E-Bike,3.8
DP0211660,Rohan Kapoor,Chennai,Bicycle,4.3
DP0211661,Linda Bhatt,Bangalore,E-Bike,3.4
DP0211662,Aditya Kumar,Delhi,Bicycle,4.3
DP0211663,Reyansh Gupta,Kolkata,Bicycle,4.2
DP0211664,Dhruv Bose,Kolkata,Scooter,4.2
DP0211665,Rohan Johnson,Mumbai,E-Bike,4.9
DP0211666,Kavya Davis,Delhi,Scooter,4
DP0211667,Riya Garcia,Hyderabad,E-Bike,3.8
DP0211668,Ayaan Reddy,Pune,Bike,3.3
DP0211669,Rahul Brown,Pune,E-Bike,3.1
DP0211670,Kiara Smith,Bangalore,Scooter,3.5
DP0211671,Kavya Wilson,Hyderabad,Bike,4.5
DP0211672,Elizabeth Kapoor,Hyderabad,Scooter,4.1
DP0211673,Myra Das,Chennai,Bike,4.3
DP0211674,David Brown,Pune,Bicycle,3.4
DP0211675,Anjali Wilson,Delhi,E-Bike,4.1
DP0211676,Susan Das,Hyderabad,E-Bike,3.4
DP0211677,Meera Jones,Mumbai,Bicycle,3.3
DP0211678,Anjali Johnson,Pune,Scooter,4.5
DP0211679,Reyansh Garcia,Pune,E-Bike,4.9
DP0211680,Arjun Brown,Hyderabad,Bike,3.9
DP0211681,Ayaan Das,Hyderabad,Bicycle,4.5
DP0211682,Priya Rao,Delhi,Bike,3.8
DP0211683,Neha Garcia,Bangalore,Bike,3.2
DP0211684,William Singh,Kolkata,E-Bike,4.3
DP0211685,Diya Bose,Mumbai,Scooter,3.4
DP0211686,Rohan Das,Bangalore,E-Bike,3.1
DP0211687,Elizabeth Patel,Chennai,E-Bike,4
DP0211688,David Singh,Bangalore,E-Bike,3.7
DP0211689,Robert Nair,Hyderabad,Bicycle,4.9
DP0211690,James Davis,Hyderabad,Bicycle,4.6
DP0211691,Kavya Garcia,Pune,Bicycle,3.4
DP0211692,Karan Miller,Chennai,Bike,4.6
DP0211693,Pooja Wilson,Hyderabad,E-Bike,3.5
DP0211694,Myra Gupta,Hyderabad,Bicycle,4.5
DP0211695,Rahul Brown,Kolkata,Scooter,4
DP0211696,Ayaan Malhotra,Delhi,E-Bike,4.2
DP0211697,Aadhya Chatterjee,Kolkata,Bicycle,4.3
DP0211698,Raj Brown,Bangalore,Scooter,4
DP0211699,William Rao,Chennai,Bicycle,4
DP0211700,Ayaan Garcia,Bangalore,Bike,3.8
DP0211701,James Bose,Chennai,Bike,3.8
DP0211702,Patricia Williams,Delhi,E-Bike,3.6
DP0211703,Jennifer Bhatt,Chennai,Bicycle,3.6
DP0211704,Vikram Malhotra,Pune,Scooter,3.1
DP0211705,Pooja Davis,Pune,Bike,4.4
DP0211706,Patricia Smith,Kolkata,Scooter,4.9
DP0211707,Dhruv Garcia,Kolkata,E-Bike,4
DP0211708,Rohan Smith,Mumbai,Scooter,4.2
DP0211709,Sai Anderson,Hyderabad,Bike,3.5
DP0211710,Mary Kapoor,Delhi,Bike,4.9
DP0211711,Raj Gupta,Kolkata,Bike,4
DP0211712,Linda Kapoor,Mumbai,Bike,3.1
DP0211713,Dhruv Johnson,Chennai,Scooter,3.5
DP0211714,Reyansh Verma,Kolkata,E-Bike,3.3
DP0211715,Aryan Das,Bangalore,Bicycle,4.4
DP0211716,Vikram Anderson,Pune,Bicycle,3.2
DP0211717,Isha Sharma,Pune,Bike,4
DP0211718,Isha Kapoor,Pune,E-Bike,4
DP0211719,Elizabeth Mehta,Mumbai,E-Bike,4
DP0211720,Reyansh Kapoor,Hyderabad,Bicycle,4
DP0211721,Rohan Kapoor,Kolkata,E-Bike,4
DP0211722,Vivaan Mehta,Delhi,Bike,4.6
DP0211723,Nikhil Chopra,Bangalore,Bike,3.1
DP0211724,Aadhya Singh,Chennai,Bicycle,4.3
DP0211725,Vikram Reddy,Mumbai,Bike,3.1
DP0211726,Kiara Joshi,Delhi,Scooter,4.8
DP0211727,Sai Gupta,Hyderabad,Bicycle,3.9
DP0211728,Sneha Nair,Bangalore,E-Bike,4
DP0211729,Ishaan Kapoor,Pune,E-Bike,3.6
DP0211730,Reyansh Rao,Bangalore,Scooter,4.9
DP0211731,Jennifer Rao,Kolkata,Bicycle,4.9
DP0211732,Jennifer Kumar,Hyderabad,Scooter,4.1
DP0211733,Neha Reddy,Kolkata,E-Bike,3.9
DP0211734,Ayaan Gupta,Chennai,Bike,3.6
DP0211735,Saanvi Garcia,Pune,Bike,4.4
DP0211736,Aditya Singh,Pune,Scooter,4.9
DP0211737,Aarav Singh,Mumbai,Bicycle,3.5
DP0211738,Kavya Brown,Kolkata,E-Bike,4
DP0211739,Rahul Williams,Mumbai,Bike,4.1
DP0211740,Sneha Brown,Chennai,Scooter,4.1
DP0211741,Sneha Johnson,Mumbai,Bike,3.1
DP0211742,Vivaan Reddy,Delhi,E-Bike,3.3
DP0211743,Nikhil Nair,Bangalore,E-Bike,3.9
DP0211744,Raj Chopra,Chennai,Bicycle,4
DP0211745,Arjun Singh,Delhi,E-Bike,4.9
DP0211746,Aadhya Garcia,Chennai,Bicycle,4.6
DP0211747,Rohan Mehta,Chennai,Bike,3.4
DP0211748,John Chopra,Pune,E-Bike,4
DP0211749,Kavya Smith,Pune,Bike,4.2
DP0211750,Ananya Gupta,Bangalore,Bicycle,4.4
DP0211751,Saanvi Sharma,Hyderabad,Bicycle,3.9
DP0211752,Vivaan Miller,Bangalore,Bike,4.9
DP0211753,Sai Sharma,Delhi,E-Bike,4.3
DP0211754,Myra Smith,Delhi,Bicycle,4.7
DP0211755,Dhruv Wilson,Bangalore,Bicycle,3.6
DP0211756,Amit Das,Delhi,Scooter,3.4
DP0211757,Elizabeth Anderson,Pune,Scooter,4.1
DP0211758,Diya Rao,Mumbai,Bike,4.4
DP0211759,Vivaan Miller,Kolkata,Bike,4.2
DP0211760,Reyansh Kapoor,Bangalore,Scooter,3.9
DP0211761,Ishaan Johnson,Chennai,Bicycle,3.7
DP0211762,Vivaan Patel,Mumbai,Bicycle,3.2
DP0211763,William Bose,Delhi,Bike,4.6
DP0211764,Neha Malhotra,Bangalore,Bike,3.4
DP0211765,Mary Smith,Pune,E-Bike,4
DP0211766,David Das,Bangalore,Scooter,4.7
DP0211767,Arjun Mehta,Mumbai,E-Bike,3.8
DP0211768,Kavya Chopra,Bangalore,Scooter,3.2
DP0211769,Rohan Kapoor,Chennai,E-Bike,4.9
DP0211770,Sneha Bose,Bangalore,Bike,3.6
DP0211771,David Iyer,Kolkata,Bicycle,3.4
DP0211772,Neha Smith,Chennai,Scooter,3.8
DP0211773,Ananya Wilson,Pune,Scooter,3.9
DP0211774,Karan Wilson,Bangalore,Bicycle,3.3
DP0211775,Aditya Williams,Delhi,Bicycle,4.7
DP0211776,John Joshi,Delhi,E-Bike,4
DP0211777,Rahul Reddy,Chennai,Bicycle,4.5
DP0211778,Ayaan Smith,Pune,Bike,3.9
DP0211779,Elizabeth Johnson,Kolkata,Bike,3.7
DP0211780,Riya Williams,Mumbai,Bicycle,4.5
DP0211781,Rohan Anderson,Hyderabad,Bicycle,3.1
DP0211782,Robert Brown,Hyderabad,Bike,3.1
DP0211783,Mary Sharma,Hyderabad,E-Bike,3.4
DP0211784,Vikram Das,Chennai,Scooter,3.8
DP0211785,Karan Brown,Delhi,Scooter,5
DP0211786,Krishna Mukherjee,Delhi,Scooter,3.7
DP0211787,Rahul Verma,Delhi,Scooter,3.8
DP0211788,John Williams,Kolkata,E-Bike,3.5
DP0211789,Myra Jones,Hyderabad,Scooter,4.2
DP0211790,Aadhya Wilson,Delhi,E-Bike,4
DP0211791,Amit Wilson,Kolkata,Bicycle,4.9
DP0211792,Ishaan Jones,Pune,E-Bike,4.6
DP0211793,Dhruv Bhatt,Hyderabad,E-Bike,3.7
DP0211794,Aryan Das,Pune,Bike,4.5
DP0211795,Ayaan Bhatt,Kolkata,Bicycle,4.1
DP0211796,Elizabeth Bhatt,Mumbai,E-Bike,4.2
DP0211797,Ayaan Chopra,Kolkata,Scooter,4.2
DP0211798,Rahul Rao,Pune,Bicycle,4
DP0211799,Myra Reddy,Kolkata,Scooter,3
DP0211800,Linda Gupta,Delhi,E-Bike,4
DP0211801,Ayaan Verma,Hyderabad,Bicycle,3.6
DP0211802,Michael Das,Mumbai,Bicycle,3.8
DP0211803,Robert Das,Delhi,Bicycle,3.9
DP0211804,Ananya Kapoor,Pune,E-Bike,4.4
DP0211805,Kabir Gupta,Chennai,E-Bike,3.7
DP0211806,William Kumar,Hyderabad,Bicycle,4
DP0211807,Ananya Davis,Mumbai,E-Bike,3.6
DP0211808,Arjun Miller,Kolkata,Bike,4
DP0211809,Riya Davis,Delhi,E-Bike,3.2
DP0211810,Vikram Bose,Pune,Scooter,4
DP0211811,Mary Malhotra,Kolkata,Scooter,3.5
DP0211812,Kavya Miller,Mumbai,Bicycle,3.2
DP0211813,Kiara Iyer,Hyderabad,Bicycle,4.5
DP0211814,Patricia Reddy,Hyderabad,Bike,3.2
DP0211815,Vivaan Rao,Mumbai,Scooter,4.5
DP0211816,Isha Anderson,Mumbai,Bike,4.7
DP0211817,Susan Kapoor,Bangalore,Scooter,3.2
DP0211818,Mary Davis,Pune,E-Bike,4.3
DP0211819,Raj Miller,Delhi,Bicycle,4
DP0211820,Michael Chopra,Delhi,E-Bike,3.1
DP0211821,Jennifer Rao,Kolkata,Bicycle,3.4
DP0211822,Myra Iyer,Chennai,Bicycle,4.7
DP0211823,Ananya Brown,Pune,Bike,3
DP0211824,Aadhya Bose,Chennai,E-Bike,4.4
DP0211825,Jennifer Reddy,Bangalore,Bicycle,4.4
DP0211826,Pooja Singh,Bangalore,E-Bike,5
DP0211827,William Reddy,Bangalore,Bike,3.4
DP0211828,James Chopra,Hyderabad,Scooter,3.9
DP0211829,Vihaan Patel,Hyderabad,Bike,3.1
DP0211830,Aadhya Jones,Delhi,E-Bike,4.9
DP0211831,Vikram Smith,Bangalore,Bike,3.5
DP0211832,Amit Bose,Hyderabad,Bicycle,4.4
DP0211833,Kavya Davis,Delhi,Scooter,3.1
DP0211834,Riya Verma,Mumbai,Bicycle,4.1
DP0211835,Sneha Kapoor,Bangalore,Bike,3.6
DP0211836,William Iyer,Bangalore,Bike,3.2
DP0211837,Sneha Verma,Delhi,E-Bike,4.3
DP0211838,Mary Bose,Hyderabad,E-Bike,3.5
DP0211839,Priya Nair,Chennai,E-Bike,4
DP0211840,Linda Kumar,Chennai,Scooter,3.6
DP0211841,Kabir Smith,Hyderabad,Bicycle,4.8
DP0211842,Pooja Anderson,Kolkata,Scooter,4
DP0211843,William Mehta,Hyderabad,Bicycle,4.3
DP0211844,Aadhya Chopra,Hyderabad,E-Bike,5
DP0211845,Saanvi Davis,Bangalore,Bicycle,4.9
DP0211846,Mary Brown,Hyderabad,Bicycle,4.6
DP0211847,Sneha Chopra,Bangalore,Scooter,3.3
DP0211848,Sai Williams,Chennai,E-Bike,4.8
DP0211849,Kiara Bose,Pune,Scooter,4.1
DP0211850,Riya Bose,Kolkata,Scooter,3.3
DP0211851,Raj Brown,Pune,Scooter,4.8
DP0211852,Linda Iyer,Delhi,Scooter,4.8
DP0211853,Sai Bose,Hyderabad,Bicycle,4.2
DP0211854,Nikhil Anderson,Bangalore,Bike,4
DP0211855,Nikhil Singh,Pune,Scooter,4.7
DP0211856,Amit Mehta,Bangalore,Scooter,4.2
DP0211857,Krishna Das,Bangalore,Bike,4.9
DP0211858,Robert Rao,Bangalore,Scooter,4.5
DP0211859,Reyansh Malhotra,Hyderabad,E-Bike,4
DP0211860,Mary Patel,Hyderabad,Scooter,4.7
DP0211861,Sai Wilson,Kolkata,Scooter,4.4
DP0211862,Anjali Bose,Bangalore,Bike,3.4
DP0211863,Vihaan Malhotra,Delhi,E-Bike,3.6
DP0211864,Jennifer Sharma,Pune,Scooter,3.6
DP0211865,Priya Verma,Pune,Scooter,4
DP0211866,Vihaan Mehta,Kolkata,Scooter,3.4
DP0211867,Rahul Garcia,Bangalore,Bicycle,3.2
DP0211868,Saanvi Joshi,Mumbai,E-Bike,3.3
DP0211869,Vikram Chatterjee,Kolkata,Bike,5
DP0211870,Kavya Garcia,Kolkata,Bike,4.5
DP0211871,William Das,Pune,E-Bike,4.3
DP0211872,John Brown,Kolkata,Bike,4.7
DP0211873,Reyansh Singh,Pune,Bicycle,3.4
DP0211874,Krishna Das,Delhi,Scooter,4.2
DP0211875,Linda Jones,Kolkata,Bicycle,4
DP0211876,Aditya Chatterjee,Kolkata,Scooter,4.8
DP0211877,Jennifer Reddy,Mumbai,E-Bike,4.3
DP0211878,Aryan Iyer,Bangalore,Bicycle,3.7
DP0211879,Amit Bhatt,Pune,Bicycle,5
DP0211880,John Kumar,Delhi,Bike,4.6
DP0211881,Arjun Reddy,Hyderabad,E-Bike,3.4
DP0211882,Rahul Verma,Kolkata,E-Bike,3.4
DP0211883,Michael Iyer,Delhi,Scooter,4.3
DP0211884,Aryan Verma,Hyderabad,Bike,3.5
DP0211885,Kabir Gupta,Hyderabad,Bike,4.6
DP0211886,Diya Reddy,Kolkata,Bicycle,3.4
DP0211887,Arjun Chatterjee,Pune,Bicycle,4.5
DP0211888,Susan Singh,Kolkata,Bike,3.9
DP0211889,Kabir Williams,Bangalore,Bike,4
DP0211890,Myra Das,Chennai,E-Bike,4.1
DP0211891,Riya Williams,Kolkata,Scooter,3.3
DP0211892,Diya Joshi,Delhi,Scooter,3.2
DP0211893,Jennifer Kapoor,Bangalore,Bicycle,4
DP0211894,Kiara Anderson,Hyderabad,E-Bike,3.8
DP0211895,Meera Wilson,Pune,Bicycle,3.3
DP0211896,Patricia Joshi,Bangalore,Bike,4.9
DP0211897,John Chopra,Chennai,E-Bike,4.6
DP0211898,Kiara Patel,Bangalore,Bicycle,3.9
DP0211899,David Mukherjee,Kolkata,Bike,4
DP0211900,Vikram Bose,Mumbai,Scooter,4
DP0211901,Myra Iyer,Mumbai,E-Bike,4
DP0211902,Meera Brown,Pune,Bicycle,4
DP0211903,Meera Brown,Mumbai,E-Bike,3.6
DP0211904,Dhruv Malhotra,Hyderabad,Bicycle,3.7
DP0211905,Jennifer Gupta,Delhi,Bicycle,3.8
DP0211906,Susan Smith,Delhi,E-Bike,4.7
DP0211907,Diya Miller,Delhi,Scooter,3.8
DP0211908,Riya Davis,Delhi,Bicycle,3.1
DP0211909,Sai Smith,Hyderabad,Scooter,3.8
DP0211910,Linda Kumar,Hyderabad,Scooter,4.9
DP0211911,Kabir Singh,Hyderabad,Bicycle,4.3
DP0211912,Saanvi Joshi,Chennai,E-Bike,3.5
DP0211913,Myra Brown,Hyderabad,E-Bike,3.2
DP0211914,Rohan Brown,Mumbai,Bike,3.8
DP0211915,Myra Das,Pune,Scooter,4
DP0211916,Vivaan Patel,Delhi,Bike,4.6
DP0211917,Aditya Patel,Bangalore,E-Bike,3.2
DP0211918,Mary Kumar,Hyderabad,Bike,4.2
DP0211919,Linda Kumar,Mumbai,Scooter,4
DP0211920,Amit Johnson,Kolkata,Bicycle,4.9
DP0211921,Mary Patel,Kolkata,Scooter,4.2
DP0211922,Michael Malhotra,Kolkata,Bike,3.4
DP0211923,Dhruv Patel,Pune,Bike,3.3
DP0211924,Linda Reddy,Hyderabad,Bike,3.9
DP0211925,Vihaan Johnson,Hyderabad,Bicycle,3.5
DP0211926,Meera Das,Bangalore,E-Bike,3
DP0211927,Priya Bose,Delhi,E-Bike,4.4
DP0211928,Rohan Iyer,Bangalore,Scooter,4.5
DP0211929,Patricia Gupta,Pune,Scooter,4.8
DP0211930,Amit Bhatt,Bangalore,Bike,4.2
DP0211931,John Sharma,Kolkata,Scooter,4
DP0211932,Kiara Wilson,Pune,E-Bike,3.8
DP0211933,Susan Bhatt,Pune,Bicycle,4.6
DP0211934,Meera Kumar,Chennai,E-Bike,3.8
DP0211935,Pooja Iyer,Hyderabad,E-Bike,4.5
DP0211936,Isha Johnson,Hyderabad,Scooter,4.1
DP0211937,Amit Jones,Hyderabad,Bicycle,4
DP0211938,Vihaan Williams,Pune,Bike,3
DP0211939,Michael Chatterjee,Mumbai,E-Bike,4.9
DP0211940,William Bhatt,Hyderabad,Scooter,4.3
DP0211941,Sai Joshi,Bangalore,Bike,4
DP0211942,Pooja Das,Pune,Bike,3.3
DP0211943,Sai Singh,Bangalore,E-Bike,4
DP0211944,Diya Bhatt,Mumbai,Bike,4.4
DP0211945,Neha Smith,Kolkata,E-Bike,4
DP0211946,Patricia Gupta,Chennai,Bike,5
DP0211947,Linda Garcia,Delhi,Bicycle,3.2
DP0211948,Isha Kumar,Hyderabad,Bike,4
DP0211949,Kavya Singh,Hyderabad,Bike,3.9
DP0211950,Linda Das,Mumbai,Bike,4.8
DP0211951,James Chopra,Hyderabad,Bike,4.2
DP0211952,Anjali Garcia,Kolkata,Bicycle,4.1
DP0211953,Sai Mehta,Kolkata,Bicycle,4.6
DP0211954,Aditya Anderson,Mumbai,Bicycle,3.6
DP0211955,Aarav Joshi,Chennai,E-Bike,4.1
DP0211956,Neha Verma,Pune,Bike,4
DP0211957,Aditya Smith,Pune,E-Bike,4
DP0211958,Jennifer Chatterjee,Chennai,Bike,3.4
DP0211959,Karan Das,Hyderabad,Bike,3.8
DP0211960,Patricia Kapoor,Kolkata,E-Bike,4.4
DP0211961,Susan Jones,Mumbai,E-Bike,3.2
DP0211962,John Patel,Delhi,E-Bike,3.1
DP0211963,Elizabeth Das,Delhi,Bike,4.9
DP0211964,Aadhya Garcia,Bangalore,E-Bike,4.2
DP0211965,Karan Bose,Mumbai,E-Bike,3.8
DP0211966,Nikhil Singh,Chennai,Scooter,3.4
DP0211967,Ayaan Joshi,Kolkata,Bicycle,4
DP0211968,Saanvi Williams,Kolkata,E-Bike,4.5
DP0211969,William Anderson,Kolkata,Scooter,3.4
DP0211970,Patricia Reddy,Hyderabad,Bicycle,4.8
DP0211971,Aryan Mukherjee,Chennai,Bike,4
DP0211972,Kavya Nair,Chennai,E-Bike,3.5
DP0211973,Riya Anderson,Pune,Bicycle,3.1
DP0211974,Vihaan Nair,Hyderabad,Bike,3.1
DP0211975,Rahul Singh,Mumbai,Bicycle,4
DP0211976,John Smith,Bangalore,Bike,4.5
DP0211977,Sai Reddy,Delhi,Scooter,3.9
DP0211978,Isha Jones,Hyderabad,Scooter,4.8
DP0211979,Aditya Garcia,Delhi,Scooter,4.6
DP0211980,Karan Singh,Pune,E-Bike,3.5
DP0211981,Rahul Smith,Mumbai,Bicycle,3.1
DP0211982,James Nair,Mumbai,Bike,3.8
DP0211983,Kabir Mukherjee,Mumbai,Scooter,4
DP0211984,Dhruv Gupta,Mumbai,E-Bike,4.6
DP0211985,Meera Bose,Pune,Bicycle,3.4
DP0211986,Susan Brown,Kolkata,E-Bike,3.2
DP0211987,Arjun Iyer,Pune,E-Bike,3.6
DP0211988,Karan Chopra,Chennai,Bike,4.6
DP0211989,Rahul Johnson,Mumbai,Bike,4.4
DP0211990,Kavya Iyer,Bangalore,E-Bike,4.4
DP0211991,Vikram Garcia,Delhi,Bike,4
DP0211992,Dhruv Davis,Pune,Bicycle,3.7
DP0211993,Pooja Jones,Bangalore,Bicycle,3.6
DP0211994,Riya Malhotra,Hyderabad,Bike,4.6
DP0211995,Sneha Rao,Mumbai,Scooter,4
DP0211996,Robert Miller,Bangalore,Bike,4.8
DP0211997,James Garcia,Kolkata,Bike,4.9
DP0211998,John Kapoor,Pune,Bike,4.2
DP0211999,Elizabeth Das,Hyderabad,Bicycle,3.7
DP0212000,Michael Mukherjee,Bangalore,E-Bike,3.1
DP0212001,Vikram Mukherjee,Bangalore,Scooter,3.1
DP0212002,John Reddy,Bangalore,Scooter,4.3
DP0212003,Robert Garcia,Delhi,E-Bike,4.6
DP0212004,Kabir Das,Mumbai,Bicycle,3.1
DP0212005,Sneha Joshi,Chennai,Bicycle,4
DP0212006,Priya Kumar,Delhi,Bicycle,4
DP0212007,Jennifer Joshi,Chennai,Scooter,4.2
DP0212008,Isha Johnson,Pune,Bike,4
DP0212009,Michael Davis,Mumbai,Bicycle,3.2
DP0212010,Neha Nair,Pune,E-Bike,4.7
DP0212011,Dhruv Chatterjee,Bangalore,Scooter,4.3
DP0212012,Meera Kumar,Delhi,Scooter,3.2
DP0212013,David Miller,Chennai,Bike,4
DP0212014,Ishaan Singh,Pune,Scooter,3.3
DP0212015,Pooja Kapoor,Bangalore,Bicycle,4.2
DP0212016,Sneha Joshi,Mumbai,Bike,4.3
DP0212017,Rahul Rao,Bangalore,Bike,3.5
DP0212018,Pooja Iyer,Kolkata,Scooter,4
DP0212019,Robert Patel,Pune,Bike,3.3
DP0212020,Robert Smith,Bangalore,Bike,5
DP0212021,Ayaan Iyer,Bangalore,E-Bike,3.6
DP0212022,Vivaan Miller,Kolkata,E-Bike,3.3
DP0212023,Kavya Chopra,Pune,E-Bike,4.2
DP0212024,John Sharma,Bangalore,Bike,3.4
DP0212025,Rahul Reddy,Delhi,Scooter,4.2
DP0212026,Kabir Sharma,Bangalore,E-Bike,4.6
DP0212027,Neha Chatterjee,Hyderabad,E-Bike,3.8
DP0212028,Ishaan Chatterjee,Bangalore,Bike,4.6
DP0212029,Neha Singh,Mumbai,Bike,3.5
DP0212030,Sai Verma,Mumbai,E-Bike,3.8
DP0212031,Anjali Brown,Bangalore,Scooter,4.2
DP0212032,Vivaan Bhatt,Delhi,Scooter,3.6
DP0212033,David Smith,Delhi,Bicycle,4.1
DP0212034,Aditya Patel,Kolkata,Bike,4.9
DP0212035,Anjali Smith,Bangalore,Bike,4.2
DP0212036,Vikram Kumar,Kolkata,Bike,4
DP0212037,Michael Mukherjee,Chennai,Bicycle,4.6
DP0212038,Kiara Anderson,Delhi,E-Bike,5
DP0212039,Vikram Reddy,Kolkata,Bike,4
DP0212040,Karan Gupta,Delhi,Bike,4
DP0212041,John Chopra,Mumbai,E-Bike,3.1
DP0212042,Pooja Brown,Delhi,Bike,4.3
DP0212043,Kiara Nair,Hyderabad,E-Bike,3.6
DP0212044,Susan Bose,Pune,Bicycle,4.8
DP0212045,Ayaan Nair,Bangalore,Bicycle,3.9
DP0212046,Vikram Williams,Hyderabad,Bicycle,4.6
DP0212047,Ayaan Gupta,Mumbai,E-Bike,4.5
DP0212048,Dhruv Malhotra,Pune,E-Bike,3.1
DP0212049,Kavya Reddy,Kolkata,E-Bike,4.7
DP0212050,Mary Gupta,Mumbai,Scooter,4.8
DP0212051,Elizabeth Bose,Mumbai,Bicycle,4.4
DP0212052,Nikhil Bose,Bangalore,Scooter,4.9
DP0212053,Linda Williams,Delhi,Bicycle,4
DP0212054,Mary Mehta,Delhi,Bicycle,4.7
DP0212055,Aadhya Kumar,Pune,E-Bike,5
DP0212056,Patricia Kumar,Kolkata,Bike,3.1
DP0212057,Aadhya Rao,Kolkata,Bike,4.3
DP0212058,Ayaan Anderson,Mumbai,Bike,3.9
DP0212059,Kabir Malhotra,Pune,Scooter,4
DP0212060,Vikram Iyer,Kolkata,Scooter,3.1
DP0212061,Isha Davis,Mumbai,Bike,4.4
DP0212062,Karan Iyer,Hyderabad,Bike,3.6
DP0212063,Rohan Joshi,Bangalore,Bike,3.4
DP0212064,Neha Wilson,Kolkata,Bike,3.6
DP0212065,Krishna Chatterjee,Mumbai,Scooter,3.5
DP0212066,Karan Sharma,Pune,E-Bike,4.2
DP0212067,David Johnson,Pune,Bicycle,3.9
DP0212068,Meera Garcia,Delhi,E-Bike,3.3
DP0212069,Aditya Chopra,Delhi,Scooter,4
DP0212070,Michael Patel,Delhi,Scooter,3.7
DP0212071,Arjun Sharma,Delhi,Bike,4.2
DP0212072,Dhruv Joshi,Pune,Scooter,4.2
DP0212073,James Davis,Delhi,Bike,4
DP0212074,Michael Chatterjee,Pune,Bicycle,3.5
DP0212075,Ananya Wilson,Delhi,E-Bike,4.8
DP0212076,Jennifer Singh,Delhi,Bike,4.9
DP0212077,Isha Singh,Delhi,Scooter,3
DP0212078,Reyansh Rao,Chennai,Bicycle,4.6
DP0212079,Mary Chopra,Chennai,Bicycle,4.4
DP0212080,James Joshi,Delhi,Scooter,3.4
DP0212081,Kabir Verma,Bangalore,Scooter,4
DP0212082,Ananya Jones,Delhi,Scooter,4.1
